/* DATA DESCRIPTION:
Citation:	WOCE Sea Surface Salinity, SSS (2005): Surface oceanographic data measured in the surface water of the Indian Ocean [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.314719
Related to:	WOCE (2002): World Ocean Circulation Experiment, Global Data, Version 3.0. WOCE International Project Office, WOCE Report, Southampton, UK; published by U.S. National Oceanographic Data Center, Silver Spring, 180/02, DVD-ROM
Project(s):	World Ocean Circulation Experiment (WOCE) (URI: https://en.wikipedia.org/wiki/World_Ocean_Circulation_Experiment)
Coverage:	MEDIAN LATITUDE: -1.218450 * MEDIAN LONGITUDE: 56.510606 * SOUTH-BOUND LATITUDE: -35.880000 * WEST-BOUND LONGITUDE: 20.500000 * NORTH-BOUND LATITUDE: 29.800000 * EAST-BOUND LONGITUDE: 127.960000
	DATE/TIME START: 1990-01-01T00:30:00 * DATE/TIME END: 1998-11-18T00:30:00
	MINIMUM DEPTH, water: 0 m * MAXIMUM DEPTH, water: 5 m
Event(s):	NODC_SSS_IndianOcean * DATE/TIME START: 1990-01-01T00:00:00 * DATE/TIME END: 1998-12-31T23:59:00 * METHOD/DEVICE: Thermosalinograph (TSG) * COMMENT: Position not given
Comment:	These data have been mainly collected on ships of opportunity (VOS). IRD has conducted this VOS network. Some other data have been retriewed from the NODC atlas (1998 onward).
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	LATITUDE (Latitude) * GEOCODE
	LONGITUDE (Longitude) * GEOCODE
	DEPTH, water [m] (Depth water) * GEOCODE
	Temperature, water [°C] (Temp)
	Salinity (Sal)
	Reference/source (Reference)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	30990 data points
*/
Date/Time	Latitude	Longitude	Depth water [m]	Temp [°C]	Sal	Reference
1990-01-01T00:30	-16.60	55.40	0	26.00	35.168	SIRD
1990-01-01T06:30	-18.20	55.40	0	27.00	35.156	SIRD
1990-01-01T12:30	-19.80	55.40	0	27.00	35.615	SIRD
1990-01-03T18:30	12.10	50.00	0	25.20	36.232	SIRD
1990-01-04T00:30	11.80	52.30	0	20.10	36.200	SIRD
1990-01-04T06:30	11.40	54.50	0	25.50	36.212	SIRD
1990-01-04T12:30	10.90	56.70	0	26.80	36.364	SIRD
1990-01-04T12:30	11.80	44.90	0	26.00	36.080	SIRD
1990-01-04T18:30	10.40	58.80	0	26.30	36.510	SIRD
1990-01-04T18:30	12.00	46.50	0	26.50	36.408	SIRD
1990-01-05T00:30	10.00	61.00	0	27.60	36.905	SIRD
1990-01-05T00:30	12.10	48.10	0	25.50	36.163	SIRD
1990-01-05T06:30	9.60	63.30	0	27.20	36.596	SIRD
1990-01-05T06:30	12.10	49.60	0	25.40	36.324	SIRD
1990-01-05T12:30	9.20	65.40	0	28.00	36.795	SIRD
1990-01-05T12:30	11.90	51.20	0	27.00	36.282	SIRD
1990-01-05T18:30	8.70	67.50	0	28.00	35.724	SIRD
1990-01-05T18:30	10.40	51.50	0	26.00	36.291	SIRD
1990-01-06T00:30	8.20	69.70	0	28.20	36.463	SIRD
1990-01-06T00:30	9.00	50.80	0	26.00	36.096	SIRD
1990-01-06T06:30	7.50	49.90	0	26.00	36.392	SIRD
1990-01-06T06:30	7.70	71.80	0	28.60	34.516	SIRD
1990-01-06T12:30	6.00	49.10	0	26.80	36.209	SIRD
1990-01-06T12:30	7.20	73.90	0	28.20	33.300	SIRD
1990-01-06T18:30	4.30	48.10	0	26.50	36.302	SIRD
1990-01-07T00:30	-20.00	53.20	0	28.00	35.360	SIRD
1990-01-07T00:30	3.00	47.10	0	26.50	35.782	SIRD
1990-01-07T00:30	6.10	76.00	0	27.70	33.427	SIRD
1990-01-07T06:30	-19.20	51.60	0	27.00	35.149	SIRD
1990-01-07T06:30	1.50	45.90	0	26.00	35.638	SIRD
1990-01-07T12:30	0.40	45.00	0	26.00	35.531	SIRD
1990-01-07T12:30	5.70	82.50	0	27.80	34.098	SIRD
1990-01-07T18:30	-0.90	43.90	0	26.00	35.512	SIRD
1990-01-07T18:30	5.70	84.50	0	27.50	34.403	SIRD
1990-01-08T00:30	-2.20	42.90	0	26.00	35.655	SIRD
1990-01-08T00:30	-2.00	41.90	0	27.30	35.730	CSIRO
1990-01-08T00:30	5.70	86.50	0	27.70	33.934	SIRD
1990-01-08T06:30	-3.70	41.90	0	27.20	35.776	SIRD
1990-01-08T06:30	6.80	88.50	0	28.00	33.743	SIRD
1990-01-08T12:30	-4.20	41.40	0	27.50	35.767	SIRD
1990-01-08T12:30	5.90	90.70	0	28.20	33.415	SIRD
1990-01-08T18:30	-5.20	40.70	0	28.00	35.488	SIRD
1990-01-08T18:30	6.00	92.80	0	27.90	34.562	SIRD
1990-01-09T00:30	-19.00	49.40	0	27.80	34.455	SIRD
1990-01-09T00:30	-6.40	39.80	0	27.50	35.380	SIRD
1990-01-09T00:30	6.10	94.90	0	28.00	34.192	SIRD
1990-01-09T06:30	-20.70	48.90	0	28.00	35.314	SIRD
1990-01-10T07:30	17.55	62.70	0	25.20	36.220	BNODC
1990-01-10T07:30	17.55	62.70	1	25.20	36.223	CNODC
1990-01-10T13:30	17.50	62.00	0	24.91	35.920	BNODC
1990-01-10T13:30	17.50	62.00	1	24.91	35.915	CNODC
1990-01-10T17:30	17.50	61.50	0	25.18	36.040	BNODC
1990-01-10T17:30	17.50	61.50	1	25.18	36.035	CNODC
1990-01-10T21:30	17.50	61.00	0	25.41	35.950	BNODC
1990-01-10T21:30	17.50	61.00	3	25.41	35.951	CNODC
1990-01-10T23:59	17.17	60.75	0	25.16	36.050	BNODC
1990-01-10T23:59	17.17	60.75	3	25.16	36.046	CNODC
1990-01-11T02:30	17.17	61.00	0	25.12	36.080	BNODC
1990-01-11T02:30	17.17	61.00	3	25.12	36.079	CNODC
1990-01-11T07:30	17.17	61.50	0	25.15	36.020	BNODC
1990-01-11T07:30	17.17	61.50	3	25.15	36.019	CNODC
1990-01-11T11:30	17.17	61.83	0	25.35	36.140	BNODC
1990-01-11T11:30	17.17	62.00	3	25.35	36.140	CNODC
1990-01-11T12:30	8.90	52.10	0	26.70	36.195	SIRD
1990-01-11T15:30	17.17	62.50	0	25.29	36.150	BNODC
1990-01-11T15:30	17.17	62.50	5	25.29	36.153	CNODC
1990-01-11T18:30	-6.10	39.60	0	28.50	35.471	SIRD
1990-01-11T18:30	7.40	52.50	0	27.80	36.213	SIRD
1990-01-11T21:30	17.17	63.00	0	25.45	36.290	BNODC
1990-01-11T21:30	17.17	63.00	5	25.45	36.291	CNODC
1990-01-12T00:30	-5.30	39.30	0	27.50	35.595	SIRD
1990-01-12T00:30	5.54	88.55	0	28.00	33.320	CSIRO
1990-01-12T00:30	5.58	91.07	0	28.50	33.740	CSIRO
1990-01-12T00:30	5.58	95.32	0	29.00	32.850	CSIRO
1990-01-12T00:30	5.90	52.90	0	27.50	36.112	SIRD
1990-01-12T00:30	5.97	95.53	0	29.00	32.850	SIRD
1990-01-12T00:30	6.00	93.21	0	28.00	34.200	CSIRO
1990-01-12T03:30	16.53	63.00	0	25.25	36.060	BNODC
1990-01-12T03:30	16.53	63.00	5	25.25	36.061	CNODC
1990-01-12T06:30	4.40	53.40	0	27.50	35.776	SIRD
1990-01-12T06:30	6.00	93.35	0	28.00	34.200	SIRD
1990-01-12T06:30	16.50	62.50	0	25.28	36.160	BNODC
1990-01-12T06:30	16.50	62.50	5	25.28	36.161	CNODC
1990-01-12T10:30	16.50	62.00	0	25.46	36.130	BNODC
1990-01-12T12:30	3.00	53.80	0	28.10	35.649	SIRD
1990-01-12T12:30	5.97	91.12	0	28.50	33.740	SIRD
1990-01-12T14:30	16.50	61.47	0	25.66	36.110	BNODC
1990-01-12T14:30	16.50	61.48	3	25.66	36.109	CNODC
1990-01-12T18:30	-4.70	39.50	0	28.00	35.427	SIRD
1990-01-12T18:30	1.50	54.10	0	27.90	35.543	SIRD
1990-01-12T18:30	5.90	88.92	0	28.00	33.320	SIRD
1990-01-12T18:30	16.50	61.00	0	25.75	36.100	BNODC
1990-01-12T18:30	16.50	61.00	3	25.75	36.098	CNODC
1990-01-12T22:30	16.50	60.50	0	25.34	36.064	BNODC
1990-01-12T22:30	16.50	60.50	3	25.34	36.061	CNODC
1990-01-13T00:30	-4.20	39.70	0	27.00	35.453	SIRD
1990-01-13T00:30	0.10	54.40	0	27.00	35.512	SIRD
1990-01-13T00:30	5.49	82.16	0	28.00	34.650	CSIRO
1990-01-13T00:30	5.51	86.42	0	28.40	34.740	CSIRO
1990-01-13T00:30	5.52	84.31	0	27.00	34.330	CSIRO
1990-01-13T00:30	5.56	80.06	0	28.00	33.900	CSIRO
1990-01-13T00:30	5.85	86.70	0	28.40	34.740	SIRD
1990-01-13T03:30	16.32	60.07	0	24.94	36.100	BNODC
1990-01-13T03:30	16.32	60.07	3	24.94	36.102	CNODC
1990-01-13T06:30	-1.50	54.90	0	28.40	35.681	SIRD
1990-01-13T06:30	5.87	84.52	0	27.00	34.330	SIRD
1990-01-13T08:30	15.83	59.50	0	25.19	36.060	BNODC
1990-01-13T08:30	15.83	59.50	3	25.19	36.065	CNODC
1990-01-13T12:30	-3.10	55.40	0	30.20	35.731	SIRD
1990-01-13T12:30	5.82	82.27	0	28.00	34.650	SIRD
1990-01-13T17:30	15.83	60.00	0	25.05	36.060	BNODC
1990-01-13T17:30	15.83	60.00	3	25.05	36.062	CNODC
1990-01-13T18:30	5.93	80.10	0	28.00	33.900	SIRD
1990-01-13T22:30	15.83	60.50	0	25.33	36.040	BNODC
1990-01-13T22:30	15.83	60.50	5	25.33	36.039	CNODC
1990-01-14T00:30	6.34	77.59	0	27.00	33.810	CSIRO
1990-01-14T00:30	6.57	77.98	0	27.00	33.810	SIRD
1990-01-14T00:30	7.06	76.00	0	26.50	33.480	CSIRO
1990-01-14T00:30	7.43	73.59	0	28.50	33.770	CSIRO
1990-01-14T04:30	15.83	61.00	0	25.65	36.150	BNODC
1990-01-14T06:30	7.10	76.00	0	26.50	33.480	SIRD
1990-01-14T08:30	15.83	61.50	0	25.85	36.120	BNODC
1990-01-14T08:30	15.83	61.50	5	25.85	36.121	CNODC
1990-01-14T12:30	7.72	73.98	0	28.50	33.770	SIRD
1990-01-14T12:30	15.83	62.00	0	25.98	36.140	BNODC
1990-01-14T12:30	15.83	62.00	5	25.98	36.139	CNODC
1990-01-14T15:30	15.83	62.50	0	25.88	36.110	BNODC
1990-01-14T15:30	15.83	62.50	3	25.88	36.106	CNODC
1990-01-14T18:30	-6.10	55.60	0	28.40	35.180	SIRD
1990-01-14T19:30	15.50	62.50	0	25.80	36.140	BNODC
1990-01-14T19:30	15.50	62.50	3	25.80	36.138	CNODC
1990-01-14T22:30	15.00	62.50	0	25.99	36.220	BNODC
1990-01-14T22:30	15.17	62.50	3	25.99	36.219	CNODC
1990-01-15T00:30	-7.30	55.70	0	28.20	35.119	SIRD
1990-01-15T00:30	8.38	69.43	0	28.00	36.430	CSIRO
1990-01-15T00:30	8.58	67.43	0	28.00	35.950	CSIRO
1990-01-15T00:30	8.63	69.72	0	28.00	36.430	SIRD
1990-01-15T00:30	9.13	66.19	0	28.30	36.180	CSIRO
1990-01-15T00:30	9.32	64.22	0	28.20	36.080	CSIRO
1990-01-15T02:30	15.17	62.12	5	25.93	36.027	CNODC
1990-01-15T06:30	-9.30	55.90	0	28.20	35.117	SIRD
1990-01-15T06:30	8.97	67.72	0	28.00	35.950	SIRD
1990-01-15T12:30	9.22	66.32	0	28.30	36.180	SIRD
1990-01-15T12:30	9.60	51.70	0	26.50	36.196	SIRD
1990-01-15T18:30	-12.50	56.40	0	28.80	35.009	SIRD
1990-01-15T18:30	8.00	51.90	0	25.50	36.274	SIRD
1990-01-15T18:30	9.53	64.37	0	28.20	36.080	SIRD
1990-01-16T00:30	-14.10	56.50	0	27.80	34.960	SIRD
1990-01-16T00:30	6.40	52.10	0	26.00	36.111	SIRD
1990-01-16T00:30	10.17	60.15	0	26.80	36.570	CSIRO
1990-01-16T00:30	10.41	58.13	0	26.70	36.480	CSIRO
1990-01-16T06:30	-15.90	56.80	0	27.80	34.778	SIRD
1990-01-16T06:30	4.80	52.20	0	27.00	35.792	SIRD
1990-01-16T06:30	10.28	60.25	0	26.80	36.570	SIRD
1990-01-16T06:30	11.80	44.80	0	26.60	36.458	SIRD
1990-01-16T12:30	-17.60	57.00	0	28.80	35.029	SIRD
1990-01-16T12:30	3.30	52.50	0	28.00	35.803	SIRD
1990-01-16T12:30	10.68	58.22	0	26.70	36.480	SIRD
1990-01-16T18:30	-19.10	57.20	0	27.50	35.172	SIRD
1990-01-16T18:30	1.90	52.70	0	25.50	35.553	SIRD
1990-01-17T00:30	0.30	52.90	0	28.00	35.678	SIRD
1990-01-17T00:30	11.50	52.02	0	26.00	36.270	CSIRO
1990-01-17T06:30	-1.20	53.10	0	29.10	35.565	SIRD
1990-01-17T06:30	11.83	52.03	0	26.00	36.270	SIRD
1990-01-17T12:30	-2.80	53.40	0	30.00	35.663	SIRD
1990-01-17T18:30	-4.20	53.60	0	28.80	35.102	SIRD
1990-01-18T00:30	-6.00	53.90	0	28.50	34.907	SIRD
1990-01-18T06:30	-7.60	54.00	0	29.50	35.227	SIRD
1990-01-18T12:30	-9.20	54.20	0	28.00	35.045	SIRD
1990-01-18T18:30	-10.60	54.20	0	27.00	34.808	SIRD
1990-01-19T00:30	-12.50	54.40	0	27.00	34.837	SIRD
1990-01-19T06:30	-14.10	54.50	0	27.50	35.114	SIRD
1990-01-19T08:30	9.00	60.00	5	27.65	35.731	CNODC
1990-01-19T12:30	-15.60	54.40	0	28.50	35.220	SIRD
1990-01-19T12:30	11.90	46.30	0	26.50	36.122	SIRD
1990-01-19T13:30	8.50	60.00	0	27.61	35.370	BNODC
1990-01-19T13:30	8.50	60.00	5	27.61	35.372	CNODC
1990-01-19T17:30	8.00	60.00	0	27.45	35.290	BNODC
1990-01-19T18:30	-17.00	54.70	0	27.00	35.128	SIRD
1990-01-19T18:30	12.00	47.70	0	26.00	36.073	SIRD
1990-01-19T21:30	7.50	60.00	0	27.44	35.330	BNODC
1990-01-20T00:30	-18.60	54.90	0	27.20	35.007	SIRD
1990-01-20T00:30	12.10	49.20	0	25.70	36.192	SIRD
1990-01-20T03:30	7.00	60.00	0	27.69	35.280	BNODC
1990-01-20T03:30	7.00	60.00	5	27.69	35.277	CNODC
1990-01-20T06:30	-20.00	55.20	0	27.00	35.098	SIRD
1990-01-20T06:30	12.00	50.60	0	26.60	36.105	SIRD
1990-01-20T07:30	6.50	60.00	0	28.02	35.250	BNODC
1990-01-20T11:30	6.00	60.00	0	28.01	34.830	BNODC
1990-01-20T11:30	6.00	60.00	5	28.01	34.829	CNODC
1990-01-20T12:30	-3.50	41.00	0	29.00	35.643	SIRD
1990-01-20T12:30	11.30	51.40	0	26.00	36.098	SIRD
1990-01-20T15:30	5.50	60.00	0	28.08	34.710	BNODC
1990-01-20T15:30	5.50	60.00	3	28.08	34.713	CNODC
1990-01-20T18:30	-2.90	42.60	0	26.50	35.596	SIRD
1990-01-20T18:30	9.80	51.20	0	26.00	36.208	SIRD
1990-01-20T19:30	5.00	60.00	0	28.19	34.700	BNODC
1990-01-20T19:30	5.00	60.00	3	28.19	34.703	CNODC
1990-01-20T23:59	4.50	60.00	0	28.27	34.670	BNODC
1990-01-20T23:59	4.50	60.00	5	28.27	34.667	CNODC
1990-01-21T00:30	-2.40	43.90	0	26.00	35.826	SIRD
1990-01-21T00:30	8.40	50.40	0	26.60	36.213	SIRD
1990-01-21T00:30	12.00	85.00	0		33.650	
1990-01-21T00:30	13.00	85.00	0		33.980	
1990-01-21T00:30	14.00	85.00	0		33.770	
1990-01-21T04:30	3.95	59.87	0	28.38	34.740	BNODC
1990-01-21T04:30	3.96	59.87	5	28.38	34.738	CNODC
1990-01-21T06:30	-1.50	45.20	0	28.00	35.588	SIRD
1990-01-21T06:30	6.90	49.60	0	26.80	36.207	SIRD
1990-01-21T08:30	3.50	60.00	0	28.55	34.900	BNODC
1990-01-21T12:30	-0.60	46.30	0	27.50	35.595	SIRD
1990-01-21T12:30	5.40	48.80	0	26.90	36.200	SIRD
1990-01-21T15:30	3.00	60.00	0	28.23	35.070	BNODC
1990-01-21T18:30	0.40	47.40	0	27.00	35.516	SIRD
1990-01-21T18:30	3.90	47.80	0	27.00	36.172	SIRD
1990-01-21T20:30	2.50	60.00	0	27.84	35.160	BNODC
1990-01-22T00:30	1.60	48.40	0	26.00	36.003	SIRD
1990-01-22T00:30	2.50	46.70	0	27.10	35.892	SIRD
1990-01-22T01:30	2.00	60.00	0	28.19	35.200	BNODC
1990-01-22T01:30	2.00	60.00	5	28.19	35.203	CNODC
1990-01-22T05:30	1.50	60.00	0	28.35	35.090	BNODC
1990-01-22T06:30	1.20	45.80	0	27.10	35.739	SIRD
1990-01-22T06:30	2.80	49.20	0	27.00	35.717	SIRD
1990-01-22T09:30	1.00	60.00	0	28.29	34.920	BNODC
1990-01-22T12:30	0.00	44.90	0	27.00	35.584	SIRD
1990-01-22T12:30	4.00	49.90	0	26.50	35.877	SIRD
1990-01-22T14:30	0.48	59.98	0	28.70	35.180	BNODC
1990-01-22T14:30	0.49	59.99	5	28.70	35.180	CNODC
1990-01-22T18:30	-1.20	43.80	0	27.50	35.634	SIRD
1990-01-22T18:30	0.00	60.00	0	28.71	35.150	BNODC
1990-01-22T18:30	5.30	50.20	0	26.50	35.802	SIRD
1990-01-22T23:30	-0.50	60.00	0	28.77	35.110	BNODC
1990-01-22T23:30	0.00	60.00	5	28.77	35.107	CNODC
1990-01-23T00:30	-2.60	42.80	0	26.90	35.580	SIRD
1990-01-23T00:30	3.00	85.00	0		34.540	
1990-01-23T00:30	4.00	85.00	0		34.650	
1990-01-23T00:30	5.00	85.00	0		34.100	
1990-01-23T00:30	6.00	85.00	0		33.690	
1990-01-23T00:30	6.70	50.50	0	26.00	36.218	SIRD
1990-01-23T03:30	-1.02	60.00	5	28.76	35.098	CNODC
1990-01-23T03:30	-1.00	60.00	0	28.76	35.100	BNODC
1990-01-23T06:30	-3.90	42.00	0	28.60	35.652	SIRD
1990-01-23T06:30	8.10	50.80	0	27.00	36.289	SIRD
1990-01-23T07:30	-1.50	60.00	0	28.91	35.080	BNODC
1990-01-23T07:30	-1.02	60.00	5	28.91	35.076	CNODC
1990-01-23T11:30	-2.00	60.00	0	29.22	35.080	BNODC
1990-01-23T11:30	-2.00	60.00	5	29.22	35.081	CNODC
1990-01-23T12:30	-5.00	41.00	0	29.80	35.191	SIRD
1990-01-23T12:30	9.60	51.30	0	25.50	36.350	SIRD
1990-01-23T12:30	17.20	40.60	0	27.00	37.996	SIRD
1990-01-23T15:30	-2.50	60.00	0	29.23	35.150	BNODC
1990-01-23T15:30	-2.50	60.00	5	29.23	35.146	CNODC
1990-01-23T18:30	-6.10	40.10	0	29.00	35.253	SIRD
1990-01-23T18:30	11.00	51.50	0	25.50	36.168	SIRD
1990-01-23T20:30	-3.05	60.00	5	29.13	35.113	CNODC
1990-01-23T20:30	-3.00	60.00	0	29.13	35.110	BNODC
1990-01-24T00:30	-3.50	60.00	0	29.03	35.160	BNODC
1990-01-24T00:30	0.00	83.00	0		34.770	
1990-01-24T00:30	0.00	84.00	0		34.570	
1990-01-24T00:30	0.00	85.00	0		34.600	
1990-01-24T00:30	1.00	85.00	0		34.680	
1990-01-24T00:30	2.00	85.00	0		34.690	
1990-01-24T00:30	12.10	50.70	0	23.50	36.800	SIRD
1990-01-24T04:30	-3.58	60.48	0	28.97	35.150	BNODC
1990-01-24T04:30	-3.06	60.49	5	28.97	35.145	CNODC
1990-01-24T06:30	12.10	49.00	0	25.50	36.098	SIRD
1990-01-24T06:30	13.50	43.10	0	25.50	36.370	SIRD
1990-01-24T08:30	-3.68	60.98	5	29.15	35.173	CNODC
1990-01-24T08:30	-3.67	60.98	0	29.15	35.170	BNODC
1990-01-24T11:30	-3.76	61.48	5	29.30	35.173	CNODC
1990-01-24T11:30	-3.75	61.47	0	29.30	35.170	BNODC
1990-01-24T12:30	12.00	47.30	0	25.50	36.355	SIRD
1990-01-24T15:30	-3.85	61.97	0	29.02	35.170	BNODC
1990-01-24T15:30	-3.85	61.97	5	29.02	35.173	CNODC
1990-01-24T18:30	12.00	45.60	0	25.50	36.542	SIRD
1990-01-24T20:30	-3.93	62.45	0	29.01	35.170	BNODC
1990-01-24T20:30	-3.05	62.46	5	29.01	35.167	CNODC
1990-01-24T23:30	-4.07	62.95	5	29.01	35.251	CNODC
1990-01-24T23:30	-4.02	62.93	0	29.01	35.250	BNODC
1990-01-25T00:30	0.00	82.00	0		34.950	
1990-01-25T00:30	11.80	44.20	0	25.00	36.270	SIRD
1990-01-25T02:30	-4.10	63.40	0	28.72	35.050	BNODC
1990-01-25T02:30	-4.07	63.41	5	28.72	35.051	CNODC
1990-01-25T06:30	-17.20	55.30	0	26.50	35.204	SIRD
1990-01-25T06:30	-4.20	63.90	5	28.69	34.855	CNODC
1990-01-25T06:30	-4.18	63.88	0	28.69	34.850	BNODC
1990-01-25T09:30	-4.28	64.38	0	28.86	34.940	BNODC
1990-01-25T09:30	-4.18	64.39	5	28.86	34.939	CNODC
1990-01-25T12:30	-15.60	55.20	0	29.00	35.091	SIRD
1990-01-25T14:30	-4.42	65.08	0	28.43	34.780	BNODC
1990-01-25T14:30	-4.42	65.08	5	28.43	34.783	CNODC
1990-01-25T18:30	-14.00	55.40	0	28.00	35.121	SIRD
1990-01-25T19:30	-4.88	64.82	0	28.64	34.910	BNODC
1990-01-25T19:30	-4.88	64.82	3	28.64	34.906	CNODC
1990-01-26T00:30	-12.50	55.40	0	27.00	25.080	SIRD
1990-01-26T00:30	-5.35	64.63	0	28.49	34.620	BNODC
1990-01-26T00:30	12.30	43.60	0	25.50	36.499	SIRD
1990-01-26T04:30	-5.82	64.45	0	28.57	34.550	BNODC
1990-01-26T04:30	-5.82	64.46	5	28.57	34.554	CNODC
1990-01-26T06:30	-10.90	55.40	0	28.50	35.161	SIRD
1990-01-26T06:30	11.90	45.70	0	25.50	36.248	SIRD
1990-01-26T08:30	-6.29	64.28	5	28.58	34.527	CNODC
1990-01-26T08:30	-6.28	64.27	0	28.58	34.530	BNODC
1990-01-26T12:30	-9.30	55.50	0	29.50	35.141	SIRD
1990-01-26T12:30	-6.63	64.13	0	28.70	34.520	BNODC
1990-01-26T12:30	12.10	47.10	0	26.00	36.130	SIRD
1990-01-26T18:30	-7.70	55.40	0	29.00	34.962	SIRD
1990-01-26T18:30	-6.50	39.60	0	29.00	35.457	SIRD
1990-01-26T18:30	-5.91	64.00	5	28.53	34.564	CNODC
1990-01-27T02:30	-4.88	64.00	0	28.21	34.810	BNODC
1990-01-27T06:30	11.70	51.40	0	25.80	36.187	SIRD
1990-01-27T09:30	-4.78	63.33	3	28.48	34.859	CNODC
1990-01-27T09:30	-4.77	63.00	0	28.48	34.860	BNODC
1990-01-27T12:30	10.30	51.50	0	26.00	36.260	SIRD
1990-01-27T14:30	-5.30	63.33	0	28.24	34.850	BNODC
1990-01-27T14:30	-5.30	63.33	5	28.24	34.854	CNODC
1990-01-27T18:30	-5.83	63.33	0	28.34	34.670	BNODC
1990-01-27T18:30	-5.83	63.33	5	28.34	34.674	CNODC
1990-01-27T18:30	-3.40	55.40	0	28.00	35.594	SIRD
1990-01-27T23:59	-6.45	63.33	5	28.39	34.503	CNODC
1990-01-28T05:30	-7.01	63.33	5	28.33	34.579	CNODC
1990-01-28T05:30	-7.00	63.32	0	28.33	34.580	BNODC
1990-01-28T06:30	-0.50	54.60	0	27.50	35.398	SIRD
1990-01-28T06:30	5.80	50.00	0	27.00	35.875	SIRD
1990-01-28T10:30	-7.00	62.67	0	28.74	34.560	BNODC
1990-01-28T12:30	0.90	54.10	0	28.00	35.470	SIRD
1990-01-28T12:30	4.30	49.60	0	27.00	35.660	SIRD
1990-01-28T16:30	-6.42	62.67	5	28.37	34.596	CNODC
1990-01-28T18:30	2.30	53.80	0	27.50	35.458	SIRD
1990-01-28T22:30	-5.83	62.67	3	28.03	34.556	CNODC
1990-01-28T22:30	-5.82	62.67	0	28.03	34.560	BNODC
1990-01-29T00:30	4.00	53.40	0	26.50	35.462	SIRD
1990-01-29T04:30	-5.28	62.67	3	27.99	34.731	CNODC
1990-01-29T04:30	-5.27	62.67	0	27.99	34.730	BNODC
1990-01-29T06:30	-34.80	21.30	0	22.00	36.007	SIRD
1990-01-29T06:30	-0.10	48.30	0	27.60	35.622	SIRD
1990-01-29T06:30	5.50	52.90	0	27.50	35.510	SIRD
1990-01-29T10:30	-4.66	62.67	5	28.61	35.197	CNODC
1990-01-29T10:30	-4.65	62.67	0	28.61	35.200	BNODC
1990-01-29T12:30	-1.50	47.90	0	28.50	35.636	SIRD
1990-01-29T12:30	7.00	52.60	0	28.00	35.893	SIRD
1990-01-29T18:30	8.40	52.60	0	26.50	36.327	SIRD
1990-01-29T21:30	-4.54	62.00	3	28.62	35.147	CNODC
1990-01-29T21:30	-4.53	62.00	0	28.62	35.150	BNODC
1990-01-30T00:30	7.00	65.00	0		35.110	
1990-01-30T00:30	8.00	65.00	0		35.520	
1990-01-30T00:30	9.00	65.00	0		35.540	
1990-01-30T00:30	9.90	51.80	0	25.50	36.270	SIRD
1990-01-30T00:30	10.00	65.00	0		35.800	
1990-01-30T02:30	-5.04	62.00	5	28.36	34.854	CNODC
1990-01-30T02:30	-5.03	62.00	0	28.36	34.850	BNODC
1990-01-30T06:30	-5.90	46.40	0	29.30	35.317	SIRD
1990-01-30T06:30	11.20	51.50	0	26.50	36.386	SIRD
1990-01-30T07:30	-5.54	62.00	3	28.02	34.680	CNODC
1990-01-30T07:30	-5.53	62.00	0	28.02	34.680	BNODC
1990-01-30T11:30	-6.03	62.00	0	28.07	34.560	BNODC
1990-01-30T11:30	-6.03	62.00	5	28.07	34.561	CNODC
1990-01-30T12:30	-7.10	46.10	0	30.20	35.430	SIRD
1990-01-30T12:30	12.00	50.40	0	26.50	36.227	SIRD
1990-01-30T16:30	-6.53	62.00	0	28.07	34.600	BNODC
1990-01-30T16:30	-6.53	62.00	3	28.07	34.604	CNODC
1990-01-30T20:30	-7.00	62.00	0	28.06	34.550	BNODC
1990-01-31T00:30	-7.50	62.00	0	28.05	34.560	BNODC
1990-01-31T00:30	-7.50	62.00	5	28.05	34.555	CNODC
1990-01-31T00:30	11.80	47.20	0	26.00	36.336	SIRD
1990-01-31T04:30	-8.00	62.00	0	28.11	34.590	BNODC
1990-01-31T08:30	-8.50	62.00	0	28.25	34.430	BNODC
1990-01-31T08:30	-8.50	62.00	5	28.25	34.433	CNODC
1990-01-31T12:30	-9.00	62.00	0	28.49	34.520	BNODC
1990-01-31T12:30	-9.00	62.00	5	28.49	34.524	CNODC
1990-01-31T12:30	6.00	94.30	0	29.00	33.664	SIRD
1990-01-31T16:30	-9.55	62.02	0	28.43	34.510	BNODC
1990-01-31T18:30	-9.75	62.00	0	28.47	34.530	BNODC
1990-01-31T18:30	6.00	92.00	0	28.20	34.146	SIRD
1990-01-31T20:30	-9.80	61.98	0	28.49	34.520	BNODC
1990-01-31T20:30	-9.80	62.00	5	28.49	34.519	CNODC
1990-01-31T22:30	-10.07	61.98	0	28.36	34.500	BNODC
1990-02-01T00:30	6.00	89.70	0	28.00	34.684	SIRD
1990-02-01T06:30	6.00	87.50	0	28.10	34.167	SIRD
1990-02-01T12:30	6.00	85.10	0	28.00	34.569	SIRD
1990-02-01T13:30	-10.36	61.72	2	28.53	34.488	CNODC
1990-02-01T15:30	-10.22	61.60	3	28.41	34.322	CNODC
1990-02-01T18:30	6.00	82.70	0	27.60	34.174	SIRD
1990-02-02T00:30	-5.88	54.92	0		34.880	SIRD
